"","survey","station","lat","long","species","date","hour"
"1236","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","5/02/14","23:13"
"1237","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","6/02/14","3:35"
"1238","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","6/02/14","4:46"
"1241","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","6/02/14","19:31"
"1242","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","7/02/14","1:45"
"1244","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","7/02/14","22:58"
"1245","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","8/02/14","3:40"
"1248","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","9/02/14","8:16"
"1249","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","10/02/14","2:11"
"1251","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","10/02/14","23:15"
"1252","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","12/02/14","7:49"
"1254","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","14/02/14","20:56"
"1256","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","15/02/14","3:26"
"1257","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","18/02/14","23:36"
"1258","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","19/02/14","4:01"
"1259","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","19/02/14","19:58"
"1260","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","19/02/14","22:43"
"1261","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","20/02/14","7:04"
"1262","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","21/02/14","1:52"
"1263","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","21/02/14","7:47"
"1264","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","22/02/14","0:04"
"1265","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","25/02/14","19:26"
"1267","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","26/02/14","21:23"
"1268","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","26/02/14","22:28"
"1269","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","27/02/14","1:14"
"1270","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","27/02/14","19:06"
"1272","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","27/02/14","22:30"
"1274","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","1/03/14","19:00"
"1275","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","2/03/14","21:16"
"1276","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","4/03/14","2:20"
"1277","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","4/03/14","23:26"
"1278","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","5/03/14","22:19"
"1279","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","6/03/14","1:06"
"1280","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","6/03/14","20:04"
"1283","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","8/03/14","21:05"
"1298","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","4/02/14","23:59"
"1302","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","7/02/14","0:39"
"1305","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","8/02/14","2:34"
"1306","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","8/02/14","3:09"
"1313","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","11/02/14","0:03"
"1315","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","12/02/14","3:47"
"1320","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","14/02/14","3:25"
"1330","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","19/02/14","0:28"
"1331","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","19/02/14","1:47"
"1332","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","20/02/14","1:30"
"1333","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","20/02/14","2:45"
"1337","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","23/02/14","2:16"
"1340","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","28/02/14","22:40"
"1342","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","1/03/14","22:16"
"1345","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","8/03/14","23:18"
"1347","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","13/03/14","23:08"
"1348","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","16/03/14","12:43"
"1349","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","16/03/14","2:02"
"1350","RDSA2014","RDSA31",-2.46825,-64.60694,"oppossum","17/03/14","19:05"
"1365","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","20/02/14","3:59"
"1374","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","24/02/14","23:16"
"1378","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","27/02/14","3:31"
"1388","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","13/03/14","2:44"
"1389","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","13/03/14","4:31"
"1393","RDSA2014","RDSA32",-2.51885,-64.58644,"oppossum","19/03/14","1:09"
"1406","RDSA2014","RDSA33",-2.45004,-64.69112,"oppossum","20/01/14","2:05"
"1410","RDSA2014","RDSA33",-2.45004,-64.69112,"oppossum","25/01/14","23:45"
"1411","RDSA2014","RDSA33",-2.45004,-64.69112,"oppossum","26/01/14","21:56"
"1415","RDSA2014","RDSA33",-2.45004,-64.69112,"oppossum","30/01/14","1:35"
"1418","RDSA2014","RDSA33",-2.45004,-64.69112,"oppossum","2/02/14","2:51"
"1419","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","6/02/14","2:56"
"1420","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","8/02/14","20:12"
"1426","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","21/02/14","20:52"
"1433","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","9/03/14","23:15"
"1436","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","14/03/14","4:45"
"1438","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","15/03/14","3:30"
"1439","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","18/03/14","12:47"
"1440","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","18/03/14","21:01"
"1442","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","19/03/14","21:33"
"1443","RDSA2014","RDSA34",-2.42136,-64.61189,"oppossum","21/03/14","3:24"
"1446","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","11/02/14","3:22"
"1447","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","11/02/14","4:36"
"1449","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","11/02/14","19:33"
"1450","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","11/02/14","22:07"
"1451","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","12/02/14","0:34"
"1452","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","12/02/14","2:51"
"1454","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","12/02/14","21:07"
"1457","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","14/02/14","0:24"
"1458","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","14/02/14","5:19"
"1461","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","15/02/14","0:39"
"1463","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","16/02/14","0:03"
"1464","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","16/02/14","2:57"
"1468","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","18/02/14","20:10"
"1469","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","18/02/14","21:16"
"1470","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","19/02/14","1:27"
"1472","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","19/02/14","20:39"
"1475","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","21/02/14","4:51"
"1477","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","21/02/14","21:02"
"1478","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","22/02/14","4:40"
"1479","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","23/02/14","2:26"
"1480","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","23/02/14","5:26"
"1481","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","24/02/14","2:36"
"1482","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","24/02/14","4:07"
"1484","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","26/02/14","5:44"
"1486","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","26/02/14","10:33"
"1487","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","28/02/14","21:42"
"1488","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","28/02/14","23:40"
"1496","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","9/03/14","21:36"
"1497","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","10/03/14","1:10"
"1498","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","10/03/14","1:46"
"1499","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","11/03/14","4:32"
"1500","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","9/03/14","21:53"
"1501","RDSA2014","RDSA35",-2.48155,-64.55707,"oppossum","17/03/14","0:37"
"1508","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","8/02/14","0:43"
"1509","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","8/02/14","23:23"
"1510","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","9/02/14","22:24"
"1511","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","10/02/14","4:28"
"1514","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","12/02/14","4:02"
"1520","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","17/02/14","7:09"
"1524","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","19/02/14","19:19"
"1525","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","21/02/14","1:16"
"1528","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","21/02/14","19:56"
"1537","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","1/03/14","1:36"
"1543","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","7/03/14","0:32"
"1546","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","16/03/14","1:26"
"1547","RDSA2014","RDSA36",-2.46154,-64.59065,"oppossum","17/03/14","6:50"
"1553","RDSA2014","RDSA37",-2.44563,-64.59384,"oppossum","7/02/14","22:43"
"1559","RDSA2014","RDSA37",-2.44563,-64.59384,"oppossum","19/02/14","3:34"
"1567","RDSA2014","RDSA37",-2.44563,-64.59384,"oppossum","1/03/14","21:53"
"1582","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","9/02/14","1:55"
"1583","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","9/02/14","5:32"
"1584","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","10/02/14","8:19"
"1585","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","10/02/14","22:52"
"1586","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","0:12"
"1587","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","1:21"
"1588","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","2:02"
"1589","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","2:46"
"1590","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","4:16"
"1592","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","21:18"
"1593","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/02/14","22:53"
"1594","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","12/02/14","7:46"
"1595","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","13/02/14","6:26"
"1596","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","13/02/14","19:50"
"1597","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","13/02/14","20:50"
"1598","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","13/02/14","23:17"
"1599","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","14/02/14","4:09"
"1601","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","14/02/14","19:26"
"1602","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","15/02/14","4:40"
"1604","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","16/02/14","19:19"
"1605","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","17/02/14","0:52"
"1606","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","17/02/14","4:57"
"1608","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","18/02/14","0:19"
"1610","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","19/02/14","19:00"
"1611","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","20/02/14","0:47"
"1612","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","20/02/14","7:00"
"1613","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","21/02/14","21:28"
"1614","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","22/02/14","22:38"
"1615","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","23/02/14","23:39"
"1616","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","24/02/14","1:27"
"1618","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","24/02/14","21:06"
"1619","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","25/02/14","10:33"
"1620","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","26/02/14","19:05"
"1621","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","27/02/14","19:11"
"1622","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","27/02/14","23:19"
"1623","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","28/02/14","1:47"
"1626","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","28/02/14","19:12"
"1627","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","1/03/14","0:29"
"1628","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","2/03/14","2:36"
"1629","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","2/03/14","4:33"
"1630","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","2/03/14","19:23"
"1632","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","4/03/14","4:57"
"1635","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","6/03/14","7:41"
"1636","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","6/03/14","22:21"
"1637","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","7/03/14","2:31"
"1638","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","7/03/14","20:08"
"1639","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","8/03/14","19:04"
"1641","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","10/03/14","21:30"
"1642","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","11/03/14","22:03"
"1643","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","12/03/14","20:50"
"1646","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","13/03/14","22:27"
"1647","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","16/03/14","6:06"
"1648","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","16/03/14","20:04"
"1651","RDSA2014","RDSA38",-2.5155,-64.56691,"oppossum","19/03/14","1:36"
"1654","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","10/02/14","23:45"
"1655","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","11/02/14","1:32"
"1656","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","12/02/14","0:03"
"1657","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","12/02/14","1:47"
"1661","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","20/02/14","2:57"
"1664","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","23/02/14","3:26"
"1667","RDSA2014","RDSA39",-2.4871,-64.56777,"oppossum","28/02/14","0:18"
"1679","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","9/2/14","21:19"
"1680","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","10/02/14","3:55"
"1681","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","11/02/14","12:08"
"1686","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","19/02/14","1:47"
"1688","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","21/02/14","1:40"
"1689","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","24/02/14","6:07"
"1699","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","11/03/14","19:15"
"1701","RDSA2014","RDSA40",-2.4825,-64.57002,"oppossum","18/03/14","3:39"
"1766","RDSA2014","RDSA43",-2.42909,-64.59872,"oppossum","27/02/14","1:31"
"1768","RDSA2014","RDSA43",-2.42909,-64.59872,"oppossum","28/02/14","0:44"
"1774","RDSA2014","RDSA43",-2.42909,-64.59872,"oppossum","9/03/14","21:44"
"1781","RDSA2014","RDSA44",-2.451,-64.57777,"oppossum","9/02/14","1:43"
"1784","RDSA2014","RDSA44",-2.451,-64.57777,"oppossum","22/02/14","22:49"
"1790","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","10/02/14","3:31"
"1791","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","10/02/14","4:23"
"1792","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","10/02/14","22:51"
"1793","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","11/02/14","4:34"
"1798","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","15/02/14","6:11"
"1800","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","16/02/14","3:18"
"1801","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","16/02/14","5:00"
"1802","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","17/02/14","0:54"
"1804","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","21/02/14","1:46"
"1809","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","25/02/14","0:26"
"1814","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","26/02/14","21:06"
"1829","RDSA2014","RDSA45",-2.46391,-64.55849,"oppossum","7/03/14","21:33"
"1853","RDSA2014","RDSA46",-2.44738,-64.56175,"oppossum","28/02/14","1:02"
"1856","RDSA2014","RDSA46",-2.44738,-64.56175,"oppossum","6/03/14","4:26"
"1859","RDSA2014","RDSA46",-2.44738,-64.56175,"oppossum","10/03/14","1:41"
"1860","RDSA2014","RDSA46",-2.44738,-64.56175,"oppossum","12/03/14","0:57"
"1864","RDSA2014","RDSA46",-2.44738,-64.56175,"oppossum","18/03/14","4:54"
"1865","RDSA2014","RDSA47",-2.46702,-64.57419,"oppossum","9/02/14","2:45"
"1867","RDSA2014","RDSA47",-2.46702,-64.57419,"oppossum","10/02/14","6:11"
"1883","RDSA2014","RDSA48",-2.50104,-64.58652,"oppossum","12/02/14","2:57"
"1892","RDSA2014","RDSA48",-2.50104,-64.58652,"oppossum","14/02/14","23:27"
"1896","RDSA2014","RDSA48",-2.50104,-64.58652,"oppossum","17/02/14","19:32"
"1906","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","13/02/14","0:43"
"1907","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","14/02/14","23:20"
"1910","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","18/02/14","2:40"
"1911","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","18/02/14","21:05"
"1913","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","20/02/14","22:17"
"1914","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","20/02/14","22:58"
"1915","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","22/02/14","23:53"
"1916","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","26/02/14","23:36"
"1921","RDSA2014","RDSA49",-2.42595,-64.62764,"oppossum","3/03/14","2:42"
"1928","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","14/02/14","0:55"
"1930","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","15/02/14","4:28"
"1931","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","15/02/14","5:02"
"1933","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","15/02/14","19:11"
"1934","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","16/02/14","17:15"
"1935","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","16/02/14","19:12"
"1937","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","19/02/14","19:15"
"1938","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","20/02/14","1:00"
"1939","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","20/02/14","4:41"
"1941","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","21/02/14","5:00"
"1943","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","25/02/14","3:43"
"1944","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","25/02/14","4:54"
"1945","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","25/02/14","19:03"
"1946","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","26/02/14","1:40"
"1949","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","28/02/14","3:01"
"1952","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","2/03/14","21:00"
"1953","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","3/03/14","19:12"
"1954","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","3/03/14","10:23"
"1955","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","4/03/14","0:10"
"1956","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","5/03/14","22:55"
"1957","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","7/03/14","22:07"
"1958","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","8/03/14","21:59"
"1960","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","9/03/14","0:24"
"1961","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","9/03/14","5:05"
"1963","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","10/03/14","3:19"
"1964","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","10/03/14","4:24"
"1965","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","11/03/14","0:47"
"1966","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","11/03/14","19:21"
"1967","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","12/03/14","3:45"
"1968","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","16/03/14","3:34"
"1969","RDSA2014","RDSA50",-2.43924,-64.56306,"oppossum","24/03/14","3:54"
"2013","RDSA2014","RDSAex10",-2.47602,-64.59741,"oppossum","1/03/14","8:15"
"2055","RDSA2014","RDSAex10",-2.47602,-64.59741,"oppossum","3/04/14","4:18"
"2058","RDSA2014","RDSAex10",-2.47602,-64.59741,"oppossum","5/04/14","3:41"
"2132","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","14/02/14","22:18"
"2152","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","4/03/14","19:14"
"2161","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","11/03/14","21:53"
"2170","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","15/03/14","9:32"
"2180","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","25/03/14","23:26"
"2220","RDSA2014","RDSAex12",-2.44707,-64.61614,"oppossum","3/04/14","22:47"
"2345","RDSA2014","RDSAex6",-2.50436,-64.62861,"oppossum","22/01/14","22:08"
"2346","RDSA2014","RDSAex6",-2.50436,-64.62861,"oppossum","23/01/14","3:08"
"2351","RDSA2014","RDSAex6",-2.50436,-64.62861,"oppossum","3/02/14","12:22"
"2353","RDSA2014","RDSAex7",-2.51202,-64.64535,"oppossum","15/01/14","1:03"
"2355","RDSA2014","RDSAex7",-2.51202,-64.64535,"oppossum","16/01/14","1:51"
"2391","RDSA2014","RDSAex9",-2.45737,-64.59876,"oppossum","22/02/14","1:21"
"464","RDSA2014","RDSA11",-2.49269,-64.66358,"tamandua","20/01/14","7:28"
"1125","RDSA2014","RDSA26",-2.43277,-64.64622,"tamandua","9/01/14","19:08"
"2038","RDSA2014","RDSAex10",-2.47602,-64.59741,"tamandua","25/03/14","4:41"
"2301","RDSA2014","RDSAex2",-2.44058,-64.65104,"tamandua","21/01/14","4:52"
"1130","RDSA2014","RDSA26",-2.43277,-64.64622,"margay","26/01/14","3:00"
"1308","RDSA2014","RDSA31",-2.46825,-64.60694,"margay","8/02/14","22:17"
"159","RDSA2014","RDSA5",-2.52016,-64.60734,"ocelot","1/01/14","10:20"
"211","RDSA2014","RDSA6",-2.47828,-64.67484,"ocelot","27/12/13","3:56"
"255","RDSA2014","RDSA7",-2.46056,-64.68134,"ocelot","30/12/13","4:44"
"256","RDSA2014","RDSA7",-2.46056,-64.68134,"ocelot","2/01/14","14:41"
"282","RDSA2014","RDSA8",-2.48598,-64.64894,"ocelot","23/12/13","22:01"
"331","RDSA2014","RDSA9",-2.49141,-64.6289,"ocelot","27/12/13","19:48"
"379","RDSA2014","RDSA10",-2.52592,-64.6218,"ocelot","10/01/14","2:25"
"507","RDSA2014","RDSA12",-2.49039,-64.61526,"ocelot","10/01/14","21:37"
"512","RDSA2014","RDSA12",-2.49039,-64.61526,"ocelot","21/01/14","15:21"
"551","RDSA2014","RDSA13",-2.46056,-64.68134,"ocelot","16/01/14","19:30"
"591","RDSA2014","RDSA14",-2.44516,-64.63439,"ocelot","11/01/14","4:36"
"714","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","23/12/13","5:44"
"737","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","10/01/14","15:12"
"758","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","18/01/14","5:06"
"766","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","23/01/14","22:20"
"769","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","25/01/14","21:58"
"773","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","30/01/14","23:56"
"774","RDSA2014","RDSA17",-2.44942,-64.64846,"ocelot","31/01/14","7:27"
"799","RDSA2014","RDSA18",-2.45619,-64.66284,"ocelot","26/12/13","3:17"
"874","RDSA2014","RDSA20",-2.50333,-64.60247,"ocelot","3/03/14","4:04"
"880","RDSA2014","RDSA20",-2.50333,-64.60247,"ocelot","15/03/14","21:13"
"1118","RDSA2014","RDSA26",-2.43277,-64.64622,"ocelot","1/01/14","22:55"
"1184","RDSA2014","RDSA28",-2.43888,-64.61612,"ocelot","18/02/14","5:18"
