"","survey","station","lat","long","species","date","hour"
"524","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","2/01/14","23:38"
"526","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","3/01/14","19:17"
"529","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","5/01/14","0:22"
"533","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","10/01/14","20:16"
"534","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","10/01/14","20:49"
"535","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","10/01/14","22:16"
"536","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","11/01/14","0:54"
"537","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","11/01/14","2:49"
"539","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","11/01/14","20:14"
"540","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","11/01/14","21:23"
"541","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","12/01/14","3:24"
"542","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","12/01/14","21:11"
"543","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","12/01/14","22:42"
"544","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","13/01/14","0:20"
"545","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","13/01/14","22:59"
"548","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","14/01/14","21:16"
"550","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","16/01/14","3:42"
"553","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","20/01/14","21:48"
"555","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","24/01/14","21:14"
"557","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","25/01/14","19:31"
"558","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","25/01/14","22:35"
"559","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","26/01/14","19:57"
"560","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","27/01/14","1:54"
"561","RDSA2014","RDSA13",-2.46056,-64.68134,"oppossum","27/01/14","2:04"
"567","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","17/12/13","22:52"
"583","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","7/01/14","0:27"
"584","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","7/01/14","3:12"
"585","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","7/01/14","22:16"
"586","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","7/01/14","22:40"
"589","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","9/01/14","4:01"
"593","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","13/01/14","18:45"
"595","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","15/01/14","3:46"
"596","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","16/01/14","6:59"
"599","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","19/01/14","19:38"
"602","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","27/01/14","19:44"
"603","RDSA2014","RDSA14",-2.44516,-64.63439,"oppossum","30/01/14","2:43"
"607","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","20/12/13","22:02"
"608","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","20/12/13","23:53"
"609","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","21/12/13","22:05"
"610","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","21/12/13","2:30"
"612","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","21/12/13","21:34"
"613","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","22/12/13","19:03"
"615","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","24/12/13","4:32"
"620","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","31/12/13","1:19"
"621","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","1/01/14","0:23"
"622","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","1/01/14","23:59"
"623","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","3/01/14","4:18"
"626","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","5/01/14","2:41"
"628","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","7/01/14","2:27"
"629","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","8/01/14","21:39"
"633","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","11/01/14","2:55"
"635","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","11/01/14","19:33"
"636","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","14/01/14","3:21"
"637","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","14/01/14","18:49"
"638","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","17/01/14","3:36"
"641","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","23/01/14","19:18"
"642","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","24/01/14","4:42"
"644","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","25/01/14","23:10"
"646","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","26/01/14","4:42"
"647","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","27/01/14","4:27"
"648","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","28/01/14","1:00"
"649","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","28/01/14","4:37"
"651","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","29/01/14","23:02"
"652","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","30/01/14","2:22"
"653","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","30/01/14","4:29"
"655","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","31/01/14","22:52"
"656","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","31/01/14","23:30"
"658","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","2/02/14","2:01"
"659","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","2/02/14","20:27"
"660","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","3/02/14","0:12"
"661","RDSA2014","RDSA15",-2.50099,-64.64214,"oppossum","3/02/14","2:55"
"663","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","5/02/14","0:26"
"670","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","10/02/14","2:50"
"671","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","10/02/14","5:21"
"672","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","11/02/14","12:18"
"675","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","11/02/14","22:22"
"679","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","23/02/14","2:33"
"680","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","26/02/14","22:08"
"681","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","27/02/14","19:17"
"682","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","28/02/14","2:34"
"685","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","2/03/14","4:24"
"686","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","8/03/14","5:26"
"687","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","9/03/14","1:12"
"689","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","10/03/14","1:51"
"690","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","12/03/14","2:49"
"691","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","12/03/14","20:18"
"692","RDSA2014","RDSA16",-2.47485,-64.62042,"oppossum","21/03/14","21:18"
"693","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","15/12/13","2:45"
"694","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","15/12/13","4:28"
"698","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","15/12/13","22:54"
"699","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","16/12/13","3:58"
"700","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","16/12/13","23:44"
"701","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","17/12/13","0:06"
"702","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","17/12/13","18:36"
"704","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","18/12/13","0:39"
"705","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","18/12/13","5:01"
"708","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","19/12/13","18:22"
"711","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","21/12/13","18:40"
"713","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","22/12/13","18:35"
"716","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","25/12/13","1:43"
"719","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","26/12/13","5:24"
"731","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","7/01/14","23:32"
"733","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","8/01/14","20:23"
"734","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","8/01/14","22:05"
"735","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","8/01/14","23:58"
"736","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","9/01/14","23:22"
"738","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","11/01/14","0:08"
"739","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","11/01/14","0:59"
"740","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","11/01/14","2:46"
"741","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","11/01/14","20:23"
"744","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","12/01/14","23:12"
"745","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","13/01/14","0:11"
"747","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","13/01/14","21:21"
"748","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","14/01/14","0:23"
"751","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","15/01/14","2:06"
"753","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","15/01/14","23:05"
"756","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","16/01/14","22:51"
"759","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","19/01/14","19:16"
"760","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","18/01/14","21:22"
"761","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","19/01/14","23:09"
"763","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","21/01/14","3:51"
"768","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","24/01/14","23:58"
"770","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","26/01/14","2:52"
"772","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","30/01/14","20:32"
"776","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","1/02/14","19:32"
"777","RDSA2014","RDSA17",-2.44942,-64.64846,"oppossum","1/02/14","22:43"
"779","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","18/12/13","0:51"
"780","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","19/12/13","4:03"
"783","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","20/12/13","22:49"
"784","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","21/12/13","4:27"
"787","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","21/12/13","19:46"
"788","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","22/12/13","1:20"
"789","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","22/12/13","4:45"
"790","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","23/12/13","1:21"
"792","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","23/12/13","5:45"
"794","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","24/12/13","1:18"
"795","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","24/12/13","2:54"
"796","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","25/12/13","1:39"
"797","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","25/12/13","23:14"
"798","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","26/12/13","1:33"
"806","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","9/01/14","21:55"
"807","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","10/01/14","0:37"
"809","RDSA2014","RDSA18",-2.45619,-64.66284,"oppossum","15/01/14","2:54"
"824","RDSA2014","RDSA19",-2.50634,-64.61624,"oppossum","16/12/13","22:40"
"826","RDSA2014","RDSA19",-2.50634,-64.61624,"oppossum","18/12/13","20:17"
"840","RDSA2014","RDSA19",-2.50634,-64.61624,"oppossum","24/01/14","20:28"
"841","RDSA2014","RDSA19",-2.50634,-64.61624,"oppossum","27/01/14","19:16"
"843","RDSA2014","RDSA19",-2.50634,-64.61624,"oppossum","29/01/14","19:14"
"859","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","19/02/14","19:15"
"860","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","19/02/14","23:59"
"861","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","20/02/14","3:27"
"862","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","20/02/14","5:14"
"864","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","22/02/14","19:07"
"865","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","23/02/14","4:42"
"866","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","25/02/14","5:23"
"871","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","28/02/14","19:15"
"873","RDSA2014","RDSA20",-2.50333,-64.60247,"oppossum","1/03/14","19:09"
"885","RDSA2014","RDSA21",-2.46088,-64.62653,"oppossum","20/12/13","1:49"
"895","RDSA2014","RDSA21",-2.46088,-64.62653,"oppossum","6/01/14","19:08"
"901","RDSA2014","RDSA21",-2.46088,-64.62653,"oppossum","21/01/14","0:56"
"902","RDSA2014","RDSA21",-2.46088,-64.62653,"oppossum","22/01/14","2:57"
"909","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","19/12/13","0:35"
"914","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","20/12/13","1:22"
"916","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","20/12/13","4:05"
"917","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","20/12/13","18:48"
"918","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","21/12/13","3:51"
"919","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","22/12/13","5:13"
"923","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","23/12/13","21:04"
"926","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","24/12/13","3:28"
"928","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","24/12/13","19:43"
"929","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","24/12/13","20:38"
"932","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","26/12/13","4:04"
"933","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","26/12/13","6:39"
"934","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","27/12/13","1:43"
"946","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","30/12/13","21:19"
"950","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","3/01/14","2:32"
"956","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","6/01/14","20:25"
"958","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","10/01/14","5:11"
"959","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","10/01/14","23:41"
"960","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","11/01/14","4:53"
"961","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","12/01/14","21:35"
"962","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","15/01/14","3:19"
"963","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","15/01/14","21:11"
"964","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","16/01/14","0:08"
"965","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","16/01/14","4:53"
"966","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","18/01/14","2:45"
"967","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","18/01/14","5:08"
"969","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","19/01/14","1:08"
"970","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","19/01/14","22:07"
"971","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","21/01/14","2:17"
"974","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","22/01/14","23:27"
"975","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","23/01/14","2:14"
"977","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","24/01/14","1:06"
"978","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","25/01/14","1:12"
"979","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","25/01/14","3:19"
"982","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","30/01/14","5:08"
"983","RDSA2014","RDSA22",-2.50923,-64.65899,"oppossum","31/01/14","1:11"
"989","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","19/12/13","18:47"
"991","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","23/12/13","0:09"
"995","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","24/12/13","5:09"
"1000","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","2/01/14","4:59"
"1004","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","9/01/14","21:07"
"1005","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","11/01/14","0:20"
"1006","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","12/01/14","1:04"
"1010","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","22/01/14","2:28"
"1011","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","22/01/14","4:53"
"1012","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","23/01/14","2:56"
"1013","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","24/01/14","0:23"
"1014","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","25/01/14","0:55"
"1015","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","25/01/14","3:25"
"1019","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","1/03/14","18:49"
"1020","RDSA2014","RDSA23",-2.47167,-64.65794,"oppossum","1/02/14","20:40"
"1030","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","31/12/13","4:00"
"1033","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","13/01/14","19:09"
"1034","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","14/01/14","19:09"
"1035","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","14/01/14","10:55"
"1036","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","16/01/14","0:55"
"1037","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","17/01/14","1:12"
"1038","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","19/01/14","3:14"
"1039","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","20/01/14","23:07"
"1040","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","22/01/14","2:14"
"1041","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","23/01/14","21:57"
"1042","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","24/01/14","0:50"
"1043","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","27/01/14","5:30"
"1044","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","28/01/14","0:57"
"1045","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","28/01/14","3:47"
"1046","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","28/01/14","23:29"
"1047","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","29/01/14","1:10"
"1049","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","31/01/14","6:14"
"1051","RDSA2014","RDSA24",-2.53512,-64.6375,"oppossum","4/02/14","0:52"
"1053","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","14/12/13","20:20"
"1056","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","16/12/13","4:46"
"1059","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","18/12/13","19:36"
"1062","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","26/12/13","18:38"
"1068","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","5/01/14","18:28"
"1070","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","6/01/14","4:34"
"1071","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","6/01/14","18:58"
"1072","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","6/01/14","20:13"
"1074","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","7/01/14","0:05"
"1075","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","7/01/14","22:11"
"1076","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","8/01/14","2:23"
"1077","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","9/01/14","23:10"
"1078","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","10/01/14","3:39"
"1080","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","10/01/14","23:09"
"1081","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","11/01/14","2:46"
"1084","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","12/01/14","0:17"
"1085","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","12/01/14","22:01"
"1086","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","13/01/14","0:38"
"1088","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","14/01/14","2:10"
"1090","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","16/01/14","20:46"
"1091","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","17/01/14","6:07"
"1092","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","17/01/14","21:44"
"1093","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","19/01/14","2:50"
"1094","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","22/01/14","3:25"
"1095","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","22/01/14","22:48"
"1096","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","24/01/14","3:22"
"1097","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","24/01/14","19:28"
"1098","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","25/01/14","2:53"
"1104","RDSA2014","RDSA25",-2.46281,-64.64505,"oppossum","1/02/14","23:09"
"1140","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","10/02/14","1:18"
"1142","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","11/02/14","1:30"
"1145","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","14/02/14","2:07"
"1146","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","16/02/14","19:33"
"1148","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","18/02/14","21:19"
"1153","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","28/02/14","4:43"
"1159","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","9/03/14","5:14"
"1160","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","11/03/14","2:56"
"1161","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","11/03/14","4:02"
"1162","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","11/03/14","19:32"
"1164","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","15/03/14","2:01"
"1165","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","15/03/14","3:09"
"1166","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","15/03/14","21:50"
"1167","RDSA2014","RDSA27",-2.48358,-64.58757,"oppossum","16/03/14","3:50"
"1172","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","4/02/14","20:07"
"1179","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","8/02/14","20:28"
"1180","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","10/02/14","1:16"
"1182","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","12/02/14","19:23"
"1185","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","19/02/14","3:43"
"1187","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","19/02/14","1:34"
"1188","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","21/02/14","3:03"
"1189","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","22/02/14","0:35"
"1190","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","25/02/14","0:15"
"1193","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","26/02/14","21:24"
"1194","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","27/02/14","5:59"
"1195","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","28/02/14","21:01"
"1196","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","1/03/14","21:36"
"1198","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","2/03/14","2:48"
"1200","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","4/03/14","22:23"
"1201","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","5/03/14","4:24"
"1202","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","6/03/14","3:27"
"1204","RDSA2014","RDSA28",-2.43888,-64.61612,"oppossum","11/03/14","17:02"
"1207","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","9/02/14","22:07"
"1213","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","26/02/14","22:43"
"1214","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","26/02/14","23:25"
"1216","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","28/02/14","0:58"
"1217","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","28/02/14","22:40"
"1218","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","6/03/14","0:16"
"1219","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","6/03/14","2:18"
"1220","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","6/03/14","4:31"
"1221","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","7/03/14","2:44"
"1222","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","7/03/14","22:14"
"1223","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","8/03/14","4:09"
"1224","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","10/03/14","0:34"
"1225","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","10/03/14","5:00"
"1226","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","10/03/14","23:55"
"1228","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","12/03/14","2:06"
"1232","RDSA2014","RDSA29",-2.48527,-64.6058,"oppossum","18/03/14","20:28"
"1235","RDSA2014","RDSA30",-2.45346,-64.61049,"oppossum","5/02/14","21:15"
