"","survey","station","lat","long","species","date","hour"
"262","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","30/07/2020","21:01"
"263","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","1/8/2020","17:22"
"264","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","2/8/2020","2:59"
"270","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","7/8/2020","20:11"
"274","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","20/08/2020","18:28"
"275","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","21/08/2020","4:38"
"278","Corumbiara","PEC09",-13.480659,-61.861692,"brown_brocket_deer","25/08/2020","18:39"
"287","Corumbiara","PEC10",-13.50243,-61.863907,"brown_brocket_deer","15/08/2020","11:40"
"520","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","5/8/2020","9:48"
"523","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","8/8/2020","11:20"
"524","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","11/8/2020","7:57"
"531","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","22/08/2020","11:37"
"533","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","25/08/2020","12:00"
"538","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","5/9/2020","1:51"
"543","Corumbiara","PEC15",-13.373448,-61.952899,"brown_brocket_deer","13/09/2020","0:13"
"611","Corumbiara","PEC17",-13.354292,-61.943432,"brown_brocket_deer","12/9/2020","1:52"
"613","Corumbiara","PEC17",-13.354292,-61.943432,"brown_brocket_deer","13/08/2020","8:29"
"629","Corumbiara","PEC18",-13.368613,-61.902123,"brown_brocket_deer","13/09/2020","17:00"
"841","Corumbiara","PEC50",-13.186042,-61.25645,"brown_brocket_deer","13/08/2020","14:26"
"910","Corumbiara","PEC56",-13.143332,-61.371818,"brown_brocket_deer","26/08/2020","11:54"
"916","Corumbiara","PEC56",-13.143332,-61.371818,"brown_brocket_deer","29/08/2020","13:46"
"1247","Corumbiara","PEC76",-13.121262,-61.45486,"brown_brocket_deer","4/9/2020","11:03"
"848","Corumbiara","PEC50",-13.186042,-61.25645,"crab_eating_fox","17/08/2020","23:33"
"851","Corumbiara","PEC50",-13.186042,-61.25645,"crab_eating_fox","20/08/2020","4:13"
"877","Corumbiara","PEC50",-13.186042,-61.25645,"crab_eating_fox","2/9/2020","0:26"
"890","Corumbiara","PEC56",-13.143332,-61.371818,"crab_eating_fox","11/8/2020","1:51"
