"date","lat","lon","hour","species","solar"
2016-06-13,-5.269699444,-79.33121716,3.58076112662287,"Tapirus pinchaque",3.76977089178321
2016-06-13,-5.269699444,-79.33121716,3.5813429030402,"Tapirus pinchaque",3.77036159714971
2016-07-11,-5.27617426,-79.32122273,3.53494623375801,"Tapirus pinchaque",3.69999478393846
2016-06-07,-5.279461488,-79.31628846,2.5748697010568,"Tapirus pinchaque",2.75393988470826
2016-06-26,-5.279461488,-79.31628846,3.47349609967738,"Tapirus pinchaque",3.64960901146577
2016-06-26,-5.279461488,-79.31628846,3.48047741668536,"Tapirus pinchaque",3.65669864227782
2016-07-03,-5.279461488,-79.31628846,6.05069290640351,"Tapirus pinchaque",6.07529344359442
2016-06-05,-5.260095915,-79.31102746,3.74504024246683,"Tapirus pinchaque",3.94292750118582
2016-06-25,-5.260095915,-79.31102746,4.37801298452344,"Tapirus pinchaque",4.56898514122355
2016-07-14,-5.260095915,-79.31102746,1.46374946600591,"Tapirus pinchaque",1.59946345187691
2016-07-22,-5.260095915,-79.31102746,0.561777852985675,"Tapirus pinchaque",0.614711328494963
2016-08-06,-5.260095915,-79.31102746,4.69166319551726,"Tapirus pinchaque",4.84506291712326
2016-08-09,-5.260095915,-79.31102746,2.76314709411569,"Tapirus pinchaque",2.91867847096565
2016-08-11,-5.260095915,-79.31102746,3.13737477456414,"Tapirus pinchaque",3.29657223248538
2016-08-12,-5.260095915,-79.31102746,5.12944994955917,"Tapirus pinchaque",5.24100214706746
2016-08-15,-5.260095915,-79.31102746,2.65362768355305,"Tapirus pinchaque",2.81328529598082
2016-06-28,-5.262308841,-79.30012458,1.05745136055206,"Tapirus pinchaque",1.16357358063803
2016-08-11,-5.262308841,-79.30012458,1.47574860461337,"Tapirus pinchaque",1.62487088241522
2016-06-28,-5.253992402,-79.29450935,0.959785644492548,"Tapirus pinchaque",1.05621407790091
2016-08-11,-5.253992402,-79.29450935,1.47713032360453,"Tapirus pinchaque",1.62640621189396
2016-08-17,-5.253992402,-79.29450935,5.8373264053472,"Tapirus pinchaque",5.8808393730394
2016-06-28,-5.245764302,-79.29143774,0.843284916921927,"Tapirus pinchaque",0.92810324088014
2016-08-11,-5.245764302,-79.29143774,1.3639020883814,"Tapirus pinchaque",1.50684287806446
2016-09-19,-5.245764302,-79.29143774,4.84001618193678,"Tapirus pinchaque",5.00031551396815
2016-06-26,-5.240486786,-79.29598026,4.25307649890151,"Tapirus pinchaque",4.44134179640086
2016-08-06,-5.240486786,-79.29598026,5.62672334227322,"Tapirus pinchaque",5.69004641142214
2016-09-10,-5.240486786,-79.29598026,3.79383673947051,"Tapirus pinchaque",3.98439894156777
2016-06-10,-5.234479231,-79.2716873,5.16093859814723,"Tapirus pinchaque",5.29118461495914
2016-07-03,-5.234479231,-79.2716873,6.20362738210951,"Tapirus pinchaque",6.21206619194085
2016-07-05,-5.234479231,-79.2716873,0.244782427592205,"Tapirus pinchaque",0.268636339599209
2016-07-23,-5.234479231,-79.2716873,5.45000875550879,"Tapirus pinchaque",5.53210590665001
2016-07-25,-5.234479231,-79.2716873,0.275325689502106,"Tapirus pinchaque",0.301604366226061
2016-08-06,-5.234479231,-79.2716873,5.19620879344795,"Tapirus pinchaque",5.30126515759976
2016-08-15,-5.234479231,-79.2716873,5.5617825496886,"Tapirus pinchaque",5.63205081376914
2016-08-28,-5.234479231,-79.2716873,0.915352470618859,"Tapirus pinchaque",1.03046924299616
2016-09-08,-5.234479231,-79.2716873,2.20609617452083,"Tapirus pinchaque",2.40062365087804
2016-09-09,-5.234479231,-79.2716873,6.01025944539897,"Tapirus pinchaque",6.03925951214229
2016-06-20,-5.218719118,-79.26874494,4.65850193972936,"Tapirus pinchaque",4.84044724037623
2016-07-05,-5.218719118,-79.26874494,2.70816922267787,"Tapirus pinchaque",2.86634180372732
2016-07-14,-5.218719118,-79.26874494,4.94219066523061,"Tapirus pinchaque",5.07814789543528
2016-07-05,-5.214077594,-79.26447329,4.18755392989956,"Tapirus pinchaque",4.36720036432827
2016-06-23,-5.218860431,-79.28730745,4.63210383479295,"Tapirus pinchaque",4.81452987730884
2016-06-19,-5.214192076,-79.27650534,5.20871698642058,"Tapirus pinchaque",5.32943681830005
2016-07-25,-5.271277899,-79.27016965,4.38041281224494,"Tapirus pinchaque",4.54967349503832
2016-06-20,-5.23216291,-79.15082911,1.25620072912292,"Tapirus pinchaque",1.39148388456693
2016-07-01,-5.23216291,-79.15082911,4.36557751360298,"Tapirus pinchaque",4.55347889244232
2016-07-08,-5.23216291,-79.15082911,1.11453817150271,"Tapirus pinchaque",1.22377107078378
2016-08-27,-5.23216291,-79.15082911,1.88808264039703,"Tapirus pinchaque",2.06411027825966
2016-07-04,-5.238825898,-79.1474723,0.597702546755891,"Tapirus pinchaque",0.657183762276775
2016-08-14,-5.201998612,-79.13225719,4.82918059616398,"Tapirus pinchaque",4.97228699521961
2016-09-24,-5.201998612,-79.13225719,4.73645997965178,"Tapirus pinchaque",4.91417747753688
2016-07-03,-5.208393593,-79.15453346,1.99280239551669,"Tapirus pinchaque",2.14396709347845
2016-07-04,-5.208393593,-79.15453346,5.64992167691431,"Tapirus pinchaque",5.71739715307097
2016-07-16,-5.208393593,-79.15453346,4.40208398379053,"Tapirus pinchaque",4.57812281211616
2016-07-27,-5.208393593,-79.15453346,5.06392738055721,"Tapirus pinchaque",5.18415884075037
2016-09-04,-5.208393593,-79.15453346,4.7795114345343,"Tapirus pinchaque",4.93728129387202
