"field_1","X","Y","fid","Camr_Nm","Long","Lat","Min.Temp..C.","Min.Temp..C..1","Month"
72,101.429756685348,5.37160559945393,79,"PU40A",382394,594313,21,27.5,11
73,101.433422330667,5.3678811069962,80,"PU40C",382799,593900,21,27.5,11
74,101.45430158391,5.3748070222311,81,"PU41B",385115,594659,21,27.5,11
75,101.449085933588,5.36853309916148,82,"PU41C",384535,593967,21,27.5,11
76,101.469646651407,5.37332309923535,83,"PU42A",386815,594490,20,26.5,11
77,101.476294828829,5.37104503146835,84,"PU42B",387551,594236,20,26.5,11
78,101.48851507138,5.37356731821113,85,"PU43A",388906,594511,20,26.5,11
79,101.482397885096,5.36057116054256,86,"PU43C",388224,593076,20,26.5,11
80,101.43926514789,5.35406949681168,87,"PU44B",383442,592371,21,27.5,11
81,101.438639293249,5.34592772755177,88,"PU44D",383370,591471,21,27.5,11
82,101.458238726443,5.34585848545002,90,"PU45D",385542,591457,21,27.5,11
83,101.467777433516,5.35184641706268,91,"PU46A",386601,592116,20,26.5,11
84,101.467012987865,5.34782851004238,92,"PU46C",386515,591672,20,26.5,11
85,101.481435926458,5.34670341820001,94,"PU47C",388113,591543,20,26.5,11
86,101.439462330552,5.33911974028931,95,"PU48B",383459,590718,21,27.5,11
87,101.438600655674,5.32831822281532,96,"PU48D",383360,589524,20,27,11
88,101.450039378665,5.33859906468518,97,"PU49A",384631,590657,21,27.5,11
89,101.455189127061,5.33640728336928,98,"PU49B",385201,590413,21,27.5,11
90,101.4771858364,5.32782466021808,100,"PU50D",387636,589457,18,25,11
91,101.492910316923,5.33845168072594,101,"PU51B",389382,590627,20,26.5,11
92,101.49579381777,5.33032904301567,102,"PU51D",389699,589728,18,25,11
93,101.42862074598,5.31916298017256,103,"PU52A",382251,588515,20,27,11
94,101.436657835431,5.32004593751897,104,"PU52B",383142,588610,20,27,11
95,101.452650523268,5.31572443800064,105,"PU53A",384913,588127,20,27,11
96,101.45516335171,5.31421232051747,106,"PU53D",385191,587959,20,27,11
97,101.473997375343,5.3195308230382,107,"PU54B",387280,588541,18,25,11
98,101.465392896952,5.3120171733998,108,"PU54C",386324,587713,18,25,11
99,101.484500057516,5.31964246674068,109,"PU55A",388444,588550,18,25,11
100,101.485844563152,5.31330622673182,110,"PU55C",388591,587849,18,25,11
101,101.429801081392,5.30135807186469,111,"PU56A",382376,586546,20,27,11
102,101.438094430499,5.30093033860963,112,"PU56B",383295,586496,20,27,11
103,101.457406755041,5.29670894052949,113,"PU57B",385434,586023,20,27,11
104,101.460993522348,5.29509139774653,114,"PU57D",385831,585843,18,25,11
105,101.469859373385,5.29947652466438,115,"PU58A",386815,586325,18,25,11
106,101.471706437257,5.29098919561356,116,"PU58D",387017,585386,17,24,11
107,101.491152321721,5.30303799030373,117,"PU59B",389176,586712,18,25,11
108,101.487109232103,5.2938373238611,118,"PU59C",388725,585696,18,25,11
109,101.432862433365,5.28514147631766,119,"PU60A",382710,584752,20,27,11
110,101.450613277921,5.28096089916676,121,"PU61A",384676,584284,20,27,11
111,101.447396260141,5.27338131286891,122,"PU61C",384317,583447,20,27,11
112,101.474360188772,5.27179563069038,124,"PU62D",387305,583263,17,24,11
113,101.487997766196,5.28600744023021,125,"PU63A",388821,584830,17,24,11
114,101.484033561344,5.27451873603517,126,"PU63C",388378,583561,17,24,11
115,101.501607590807,5.28156030727152,127,"PU64A",390328,584334,16,23,11
116,101.514201719975,5.27567196058373,128,"PU64D",391722,583679,16,23,11
117,101.458405334447,5.26662115268028,129,"PU65B",385535,582696,17,24,11
118,101.451023991046,5.25146829948914,130,"PU65C",384712,581023,20,27,11
119,101.47753999614,5.26730070279518,131,"PU66B",387656,582765,17,24,11
120,101.475203768516,5.25767976409074,132,"PU66D",387394,581702,17,24,11
121,101.487212700226,5.2639187955621,133,"PU67A",388727,582388,17,24,11
122,101.493878049142,5.26152303447214,134,"PU67B",389465,582121,17,24,11
123,101.504444653967,5.26421220744557,135,"PU68A",390637,582415,16,23,11
124,101.512126347954,5.26292255943522,136,"PU68B",391488,582270,16,23,11
125,101.49216195257,5.24633258373971,137,"PU69B",389270,580442,18,25,11
126,101.494057821047,5.23956375080051,138,"PU69D",389478,579693,18,25,11
127,101.50280364344,5.24471687549691,139,"PU70A",390449,580260,16,22.5,11
128,101.511070225239,5.23429406754709,140,"PU70D",391362,579105,16,22.5,11
129,101.462703924467,5.43693881199158,141,"TU16C",386066,601526,21,28,11
130,101.446937081654,5.41846962512449,142,"TU21C",384313,599489,22,29,11
131,101.477738654687,5.41828766685612,143,"TU22D",387726,599459,21,28,11
132,101.504769300721,5.42079775220535,144,"TU24C",390722,599728,19,25.5,11
133,101.437869035481,5.40863897276643,145,"TU29B",383305,598405,22,29,11
134,101.422712054252,5.39500055938019,146,"TU34B",381621,596902,22,29,11
135,101.450837028457,5.39009088576567,147,"TU36A",384736,596350,22,29,11
136,101.458260774308,5.38184600915792,148,"TU36D",385556,595436,22,29,11
137,101.504838707506,5.38980314515283,149,"TU39A",390720,596301,20,27,11
138,101.442481509552,5.37433830460173,150,"TU40B",383805,594611,21,27.5,11
139,101.464538797758,5.37029653972054,151,"TU42A",386248,594157,20,26.5,11
140,101.491721284961,5.36944322915505,152,"TU43B",389260,594054,20,26.5,11
141,101.427052470711,5.34916757903103,153,"TU44C",382087,591833,21,27.5,11
142,101.454211813479,5.34357661187269,154,"TU45D",385095,591206,21,27.5,11
143,101.498003265345,5.34668751785105,155,"TU47D",389949,591536,20,26.5,11
144,101.436375838698,5.33004818915696,156,"TU48D",383114,589716,20,27,11
145,101.475588344007,5.33109411186947,157,"TU50D",387460,589819,18,25,11
146,101.454446465609,5.30939861829837,158,"TU53D",385110,587427,20,27,11
147,101.469941272976,5.2929738511833,159,"TU58C",386822,585606,18,25,11
148,101.459341780467,5.27660889786554,160,"TU61A",385642,583800,17,24,11
149,101.498660215427,5.27095189655116,161,"TU63D",389998,583162,17,24,11
150,101.474245214755,5.26785194242519,162,"TU66B",387291,582827,17,24,11
151,101.497495370852,5.23633567558979,163,"TU69D",389858,579335,18,25,11
152,101.397404409559,5.38711968463091,164,"TU71A",378814,596039,22,29,11
153,101.419377156449,5.37531919174657,165,"TU72B",381245,594727,22,29,11
154,101.405014342929,5.35299100144348,166,"TU73B",379646,592263,22,29,11
155,101.406702868312,5.32235369227524,167,"TU74B",379823,588875,22,29,11
156,101.402639948347,5.29901601002598,168,"TU75B",379365,586296,22,29,11
157,101.412859419026,5.27591102308761,169,"TU76A",380490,583738,22,29,11
158,101.436788031219,5.24800767956158,170,"TU77B",383133,580645,20,27,11
159,101.452294534228,5.23341936464059,171,"TU78A",384847,579027,20,27,11
160,101.419137947066,5.29763631354428,172,"TU79B",381193,586138,20,27,11
161,101.49931163451,5.29258790666905,173,"TU80C",390077,585554,18,25,11
162,101.499963734784,5.31719043593041,174,"TU81A",390157,588274,18,25,11
163,101.417457744115,5.41401424394526,175,"TU82D",381045,599006,22,29,11
164,101.44657096363,5.82479547566649,176,"PB015A",384403,644416,22,28,11
165,101.465635802264,5.82757253621976,178,"PB016A",386515,644717,22,28,11
166,101.472395209731,5.82282567003458,179,"PB016B",387262,644190,22,28,11
167,101.445118035118,5.80255211780438,180,"PB027C",384235,641957,22,28,11
168,101.46034513831,5.80186347562455,181,"PB027D",385921,641876,22,28,11
169,101.46793164103,5.80149632169825,182,"PB028C",386761,641833,22,28,11
170,101.4723232847,5.80046880421315,183,"PB028D",387247,641718,22,28,11
171,101.490174400899,5.80750136659625,184,"PB029B",389226,642490,22,28,11
172,101.487188431525,5.79679394218685,185,"PB029C",388892,641307,22,28,11
173,101.509341738096,5.80572825175243,186,"PB030B",391348,642288,22,28,11
174,101.514876441885,5.80278629977049,187,"PB030D",391960,641961,22,28,11
175,101.526282532143,5.80903105955482,188,"PB031B",393225,642648,22,28,11
176,101.51901471472,5.79538177519583,189,"PB031C",392416,641141,22,28,11
177,101.546802306342,5.81130308940607,190,"PB032B",395498,642893,21,27,11
178,101.548130763503,5.80096051242757,191,"PB032D",395642,641749,21,27,11
179,101.565929077925,5.80439114163171,192,"PB033B",397614,642123,21,27,11
180,101.56461037272,5.80114084088926,193,"PB033D",397467,641764,21,27,11
181,101.575679645216,5.80178557288181,194,"PB034C",398693,641832,21,27,11
182,101.582372364073,5.79787843267688,195,"PB034D",399433,641398,21,27,11
183,101.597940640391,5.80802170952744,196,"PB035B",401160,642515,21,28,11
184,101.594343785872,5.79882367640279,197,"PB035C",400759,641499,21,28,11
185,101.449746021126,5.78533668980095,198,"PB039A",384742,640052,21.5,28,11
186,101.460194587875,5.78821566652858,199,"PB039B",385900,640367,20.5,27,11
187,101.467932755888,5.79160221331524,200,"PB040A",386758,640739,20.5,27,11
188,101.472364462304,5.7764661941724,201,"PB040D",387244,639064,20.5,27,11
189,101.487643038862,5.79249030273468,202,"PB041A",388941,640831,22,28,11
190,101.484205752504,5.77857094657796,203,"PB041C",388556,639293,20.5,27,11
191,101.507102247741,5.78950622759173,204,"PB042B",391095,640495,21,27,11
192,101.500799407322,5.77976632838719,205,"PB042C",390394,639420,21,27,11
193,101.529808574602,5.79106149548906,206,"PB043B",393610,640660,21,27,11
194,101.525591704341,5.77789094123215,207,"PB043D",393139,639205,21,27,11
195,101.545677133212,5.78673681982714,208,"PB044B",395366,640177,20,26,11
196,101.536376540309,5.78332892904935,209,"PB044C",394335,639803,21,27,11
197,101.5611487508,5.77882928416806,211,"PB045D",397077,639298,20,26,11
198,101.571781606367,5.78380496000205,213,"PB046C",398256,639845,20,26,11
199,101.592859423336,5.79328491737712,214,"PB047A",400593,640887,21,28,11
200,101.604067847113,5.78901870720579,215,"PB047B",401833,640412,21,27,11
201,101.465645294109,5.76730348775007,216,"PB052A",386497,638053,20.5,27,11
202,101.476017996375,5.75865088685239,217,"PB052D",387643,637093,20.5,27,11
203,101.485501830369,5.76727868152907,218,"PB053A",388696,638044,20.5,27,11
204,101.491850091774,5.76073974326488,219,"PB053D",389397,637319,20.5,27,11
205,101.501968502896,5.7717928314722,220,"PB054A",390521,638538,21,27,11
206,101.497395469813,5.76676057874892,221,"PB054C",390013,637983,20.5,27,11
207,101.519252118088,5.76832296892717,222,"PB055A",392434,638149,21,27,11
208,101.516936876349,5.75986043194772,223,"PB055C",392175,637214,21,27,11
209,101.543776302114,5.76852622398014,224,"PB056B",395150,638164,20,26,11
210,101.548765923374,5.75996621253543,225,"PB056D",395700,637216,20,26,11
211,101.55742062931,5.76836443168822,226,"PB057A",396661,638142,20,26,11
212,101.563537185192,5.76373242770523,227,"PB057D",397337,637628,20,26,11
213,101.577973641506,5.76782294732478,228,"PB058A",398937,638076,20,26,11
214,101.573275128561,5.76560363113895,229,"PB058C",398416,637832,20,26,11
215,101.598360811473,5.76850124733423,230,"PB059B",401195,638145,21,27,11
216,101.590658563934,5.75826124279171,231,"PB059C",400339,637015,21,27,11
217,101.47630709045,5.74906505568025,232,"PB064B",387672,636033,21.5,28,11
218,101.467969169348,5.74719624663274,233,"PB064C",386748,635829,21.5,28,11
219,101.49274009164,5.74930160004175,234,"PB065B",389492,636054,21.5,28,11
220,101.491422269512,5.74592446398454,235,"PB065D",389345,635681,21.5,28,11
221,101.504992347506,5.75279991325283,236,"PB066A",390850,636437,21,27,11
222,101.508967800725,5.75191568660984,237,"PB066B",391290,636338,21,27,11
223,101.515555838897,5.75642892450991,238,"PB067A",392021,636835,21,27,11
224,101.527156874724,5.7440347053391,239,"PB067D",393302,635461,20,26.5,11
225,101.536489955347,5.7551121669921,240,"PB068A",394339,636683,21,27,11
226,101.533645796247,5.74848416364303,241,"PB068C",394022,635951,20,26.5,11
227,101.557457428021,5.75476247757412,242,"PB069A",396661,636638,20,26,11
228,101.567970456839,5.75711521246584,243,"PB069B",397826,636895,20,26,11
229,101.584973999686,5.75335335273959,244,"PB070B",399708,636474,21,27,11
230,101.578576307619,5.74840731189678,245,"PB070C",398998,635929,21,27,11
231,101.592979199032,5.75483073399263,246,"PB071A",400595,636635,21,27,11
232,101.59484636896,5.74873106671334,247,"PB071C",400800,635960,20,26.5,11
233,101.45626909429,5.7307567083747,248,"PB075B",385447,634015,22,28,11
234,101.445404394102,5.72538925126204,249,"PB075C",384242,633425,22,28,11
235,101.467958572514,5.7382607108419,250,"PB076A",386744,634841,21.5,28,11
236,101.474564798848,5.72671228242589,251,"PB076D",387472,633562,21.5,28,11
237,101.491379565896,5.73544233240917,252,"PB077B",389337,634522,21.5,28,11
238,101.479631989834,5.72606651829748,253,"PB077C",388033,633489,21.5,28,11
239,101.508263759728,5.73563453157752,254,"PB078B",391207,634538,20,26.5,11
240,101.52431593304,5.73956815818893,256,"PB079A",392986,634968,20,26.5,11
241,101.52582237525,5.73682296188361,257,"PB079B",393152,634664,20,26.5,11
242,101.538225246991,5.73474089586089,258,"PB080A",394525,634430,20,26.5,11
243,101.538577985432,5.72793175321932,259,"PB080C",394562,633677,20,26.5,11
244,101.565358180836,5.73132391758132,260,"PB081B",397529,634044,21,27,11
245,101.55216834631,5.73068215432812,261,"PB081C",396068,633977,21,27,11
246,101.572174252308,5.73166789592869,262,"PB082A",398284,634080,21,27,11
247,101.584555620432,5.73414297481158,263,"PB082B",399656,634350,20,26.5,11
248,101.597347778936,5.73495480280229,264,"PB083B",401073,634436,20,26.5,11
249,101.595271100313,5.72812114133497,265,"PB083C",400841,633681,20,26.5,11
250,101.44911080412,5.71447476497492,266,"PB087A",384649,632217,22,28,11
251,101.450459047839,5.71033648437144,267,"PB087C",384797,631759,22,28,11
252,101.466338341052,5.71755423417705,268,"PB088A",386558,632552,21.5,28,11
253,101.470973730916,5.71632848740468,269,"PB088B",387071,632415,21.5,28,11
254,101.481372263377,5.71734397076391,270,"PB089A",388223,632524,21.5,28,11
255,101.489888740878,5.71979194766174,271,"PB089B",389167,632792,21.5,28,11
256,101.503855746993,5.7168920218963,272,"PB090A",390713,632467,20,26.5,11
257,101.512463662417,5.71246647710304,273,"PB090D",391665,631975,20,26.5,11
258,101.524453808547,5.71908390078822,274,"PB091A",392995,632703,20,26.5,11
259,101.520837981189,5.71083476683945,275,"PB091C",392592,631792,20,26.5,11
260,101.541212202228,5.70897375339375,277,"PB092C",394848,631580,20,26.5,11
261,101.551689175465,5.71763040243351,278,"PB093A",396011,632534,21,27,11
262,101.563106769161,5.71911753034329,279,"PB093B",397276,632695,21,27,11
263,101.573927620597,5.71756406554794,280,"PB094A",398474,632520,21,27,11
264,101.586282949989,5.70936721585595,281,"PB094D",399840,631610,20,26.5,11
265,101.596237018148,5.72136789983683,282,"PB095A",400946,632934,20,26.5,11
266,101.599117075195,5.71118303768978,283,"PB095D",401262,631807,20,26.5,11
267,101.46647750274,5.69732304821642,284,"PB100A",386567,630315,22,28.5,11
268,101.473871968133,5.69734424373249,285,"PB100B",387386,630315,22,28.5,11
269,101.488002867939,5.69700464522675,286,"PB101A",388951,630273,22,28.5,11
270,101.490931429786,5.69904785869078,287,"PB101B",389276,630498,22,28.5,11
271,101.497877212029,5.69809072990931,288,"PB102A",390045,630390,22,28.5,11
272,101.510539084147,5.68708353023921,289,"PB102D",391444,629169,21,28,11
273,101.532131813334,5.69818636605517,290,"PB103B",393839,630390,21,28,11
274,101.524945819858,5.69135631203522,291,"PB103D",393041,629637,21,28,11
275,101.541102769258,5.68630012573922,292,"PB104C",394829,629073,21,28,11
276,101.546304128741,5.68595264698634,293,"PB104D",395405,629033,21,28,11
277,101.559238186211,5.69732913803172,294,"PB105A",396841,630287,21,28,11
278,101.563582516493,5.69675307517578,295,"PB105B",397322,630222,21,28,11
279,101.586592828558,5.70149980752555,296,"PB106B",399872,630740,21,27.5,11
280,101.576326814537,5.68818668001318,297,"PB106C",398731,629271,21,28,11
281,101.596762168947,5.70034215134089,298,"PB107A",400998,630609,21,27.5,11
282,101.590107851504,5.68683989287029,299,"PB107C",400257,629118,21,27.5,11
283,101.464858866499,5.67929352440544,300,"PB112A",386382,628322,22,28.5,11
284,101.467638666106,5.67332336592232,301,"PB112C",386688,627661,22,28.5,11
285,101.483164750113,5.68063921651249,302,"PB113A",388410,628465,22,28.5,11
286,101.492306595644,5.67245314793926,303,"PB113D",389420,627557,22,28.5,11
287,101.509921423103,5.67871605024727,304,"PB114B",391373,628244,21,28,11
288,101.528700753161,5.67862368171579,306,"PB115B",393453,628228,21,28,11
289,101.536403403958,5.68138532127455,308,"PB116A",394307,628531,21,28,11
290,101.56095496601,5.68349649159419,310,"PB117B",397027,628757,21,28,11
291,101.567382115606,5.6705176931531,311,"PB117D",397735,627320,21,28,11
292,101.578395558682,5.67425546272753,312,"PB118C",398956,627730,21,28,11
293,101.581336625105,5.67505923841328,313,"PB118D",399282,627818,21,28,11
294,101.59469183897,5.68436502177004,314,"PB119A",400764,628843,21,27.5,11
295,101.50445969018,5.83368743777572,316,"TB006C",390816,645381,19,25,11
296,101.552543536182,5.83542961645792,317,"TB009C",396141,645559,19,26,11
297,101.574082343072,5.83182490584807,318,"TB010C",398525,645154,21,27,11
298,101.420842679968,5.82166363306932,319,"TB013B",381553,644078,22,28,11
299,101.460564605638,5.82931253903316,320,"TB015B",385954,644911,22,28,11
300,101.527172557224,5.81704640543356,321,"TB019D",393326,643534,22,28,11
301,101.555841910434,5.82124876664709,322,"TB021C",396502,643990,21,27,11
302,101.608352524554,5.82528657303563,323,"TB024A",402318,644421,21,28,11
303,101.492894444469,5.80039144975192,324,"TB029D",389525,641703,22,28,11
304,101.422835759828,5.78863169867636,325,"TB037B",381763,640425,21.5,28,11
305,101.466656743858,5.77991372684684,326,"TB040C",386613,639447,20.5,27,11
306,101.505182087433,5.78510549979097,327,"TB042A",390881,640009,21,27,11
307,101.561356298589,5.79227810455195,328,"TB045B",397104,640785,21,27,11
308,101.60385423299,5.78439674611407,329,"TB047D",401808,639901,21,27,11
309,101.581692277536,5.76502929400595,330,"TB058D",399348,637766,20,26,11
310,101.61761455252,5.76405708014378,331,"TB060D",403326,637648,21,27,11
311,101.431731174305,5.75739251234902,332,"TB062A",382738,636968,21.5,28,11
312,101.482699228247,5.7493274320988,333,"TB065A",388380,636060,21.5,28,11
313,101.515960537678,5.74400362635245,334,"TB067C",392062,635461,20,26.5,11
314,101.544127195133,5.75243802314785,335,"TB068B",395184,636385,20,26,11
315,101.416430750692,5.72811709788802,336,"TB073D",381034,633736,22,29,11
316,101.457660955408,5.72714310093851,337,"TB075D",385600,633615,22,28,11
317,101.580366808768,5.72711367720976,338,"TB082D",399190,633574,21,27,11
318,101.498946869714,5.7126456089654,339,"TB090C",390168,631999,21.5,28,11
319,101.613447637054,5.71391595080205,340,"TB096A",402850,632105,20,26.5,11
320,101.480050870258,5.6866627468751,341,"TB101C",388067,629132,22,28.5,11
321,101.520875614504,5.69074809229189,342,"TB103C",392590,629571,21,28,11
322,101.547042226776,5.70000001201708,343,"TB104B",395491,630586,21,28,11
323,101.60418804121,5.68157755718667,344,"TB119B",401815,628532,21,27.5,11
324,101.430520675733,5.66484975528365,345,"TB122A",382574,626736,22,28,11
325,101.486009565754,5.65166099083769,346,"TB125C",388716,625260,21,27.5,11
326,101.53723438082,5.65169601641326,347,"TB128C",394390,625248,20,27,11
327,101.569397798987,5.66293522406684,348,"TB129B",397956,626481,21,27,11
328,101.404988817421,5.76229698723529,349,"TB145D",379778,637519,22,28.5,11
329,101.407049152421,5.70073991358722,350,"TB146B",379986,630712,23,29,11
