"Species","Survey.Name","Individuals","Independent","Site","Trail","Camera.Name","Paired","Latitude","Longitude","X","Y","Elevation","Elevation.Num","Habitat","Season","Camera.Start.Date","Camera.End.Date","Date","Time","Hour","Minute","Time.In.Radians","Daytime","Image.ID","Common"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",8,NA,9.1259568,-83.0589581,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2022-01-15","2022-02-19",2022-02-08,"08:19:45",NA,NA,NA,NA,"02080049.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-12,"21:31:13",NA,NA,NA,NA,"02120935.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-05,"12:10:24",NA,NA,NA,NA,"01050334.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",2,NA,9.1378859,-83.0674331,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-15","2023-02-14",2022-02-09,"15:09:29",NA,NA,NA,NA,"02090980.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2021-12-23,"02:53:46",NA,NA,NA,NA,"12230102.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"02:18:39",NA,NA,NA,NA,"02070883.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",8,NA,9.1259568,-83.0589581,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2022-01-15","2022-02-19",2022-02-01,"14:22:53",NA,NA,NA,NA,"02010792.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2021-12-23,"10:51:22",NA,NA,NA,NA,"12230192.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2021-12-23,"10:51:28",NA,NA,NA,NA,"12230193.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-08,"20:10:03",NA,NA,NA,NA,"01080373.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-15,"11:44:44",NA,NA,NA,NA,"02150993.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-01,"00:55:18",NA,NA,NA,NA,"02010801.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-02,"18:26:18",NA,NA,NA,NA,"02020804.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-05,"12:10:23",NA,NA,NA,NA,"01050333.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-15,"13:17:34",NA,NA,NA,NA,"02150997.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2021-12-29,"01:34:45",NA,NA,NA,NA,"12290253.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2021-12-29,"01:34:46",NA,NA,NA,NA,"12290254.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-05,"12:10:26",NA,NA,NA,NA,"01050337.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-02-19,"01:39:39",NA,NA,NA,NA,"02190867.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-07,"15:04:40",NA,NA,NA,NA,"02070884.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"02:18:40",NA,NA,NA,NA,"02070884.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-08,"20:10:02",NA,NA,NA,NA,"01080372.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",2,NA,9.1378859,-83.0674331,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-15","2023-02-14",2022-02-09,"15:09:32",NA,NA,NA,NA,"02090982.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-01,"00:55:15",NA,NA,NA,NA,"02010800.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-09,"18:01:52",NA,NA,NA,NA,"01090379.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-15,"11:44:44",NA,NA,NA,NA,"02150994.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:48:59",NA,NA,NA,NA,"01190649.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-29,"23:21:55",NA,NA,NA,NA,"01290540.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:48:59",NA,NA,NA,NA,"01190650.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:54",NA,NA,NA,NA,"01010199.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2021-12-29,"16:30:14",NA,NA,NA,NA,"12290289.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-02-01,"12:59:41",NA,NA,NA,NA,"02010560.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",2,NA,9.1378859,-83.0674331,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-15","2023-02-14",2022-02-09,"15:09:29",NA,NA,NA,NA,"02090981.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2021-12-23,"10:51:21",NA,NA,NA,NA,"12230191.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2021-12-30,"01:17:30",NA,NA,NA,NA,"12300149.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2021-12-29,"01:34:44",NA,NA,NA,NA,"12290252.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-18,"19:15:17",NA,NA,NA,NA,"02180068.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"02:18:42",NA,NA,NA,NA,"02070886.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:48:54",NA,NA,NA,NA,"01190647.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-15,"11:44:45",NA,NA,NA,NA,"02150995.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-02-01,"12:59:53",NA,NA,NA,NA,"02010569.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:52",NA,NA,NA,NA,"01010195.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:52",NA,NA,NA,NA,"01010196.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:55",NA,NA,NA,NA,"01010200.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",2,NA,9.1378859,-83.0674331,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-15","2023-02-14",2022-02-09,"15:09:26",NA,NA,NA,NA,"02090979.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-07,"15:04:39",NA,NA,NA,NA,"02070883.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-05,"12:10:25",NA,NA,NA,NA,"01050336.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-01-05,"12:10:24",NA,NA,NA,NA,"01050335.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:48:55",NA,NA,NA,NA,"01190648.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"02:18:41",NA,NA,NA,NA,"02070885.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",14,NA,9.2565242,-83.0504319,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-16,"09:23:40",NA,NA,NA,NA,"02160474.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"02:18:44",NA,NA,NA,NA,"02070887.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:53",NA,NA,NA,NA,"01010197.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-29,"23:21:55",NA,NA,NA,NA,"01290539.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-02-15,"22:32:34",NA,NA,NA,NA,"02150847.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:56",NA,NA,NA,NA,"01010201.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2021-12-23,"10:51:20",NA,NA,NA,NA,"12230190.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:49:06",NA,NA,NA,NA,"01190653.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:48:53",NA,NA,NA,NA,"01190646.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-29,"23:21:53",NA,NA,NA,NA,"01290537.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-07,"15:04:39",NA,NA,NA,NA,"02070882.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",6,NA,9.1871851,-83.0631191,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-13","2022-02-17",2022-02-07,"10:39:26",NA,NA,NA,NA,"02070892.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-02-15,"22:32:33",NA,NA,NA,NA,"02150846.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",12,NA,9.2436461,-83.0732536,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-02-20",2022-02-07,"15:04:37",NA,NA,NA,NA,"02070881.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",15,NA,9.2636722,-83.0389276,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-14","2022-01-20",2022-01-19,"16:49:00",NA,NA,NA,NA,"01190651.JPG","Red Brocket Deer"
"Mazama temama","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",11,NA,9.2371364,-83.0732342,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-12-23","2022-02-19",2022-01-01,"05:29:54",NA,NA,NA,NA,"01010198.JPG","Red Brocket Deer"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-08-08,"06:17:49",NA,NA,NA,NA,"08080236.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-08-08,"06:17:49",NA,NA,NA,NA,"08080236.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:43",NA,NA,NA,NA,"07250156.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:43",NA,NA,NA,NA,"07250156.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:42",NA,NA,NA,NA,"07250155.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:42",NA,NA,NA,NA,"07250155.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",2,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"04:11:29",NA,NA,NA,NA,"07250170.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",2,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"04:11:29",NA,NA,NA,NA,"07250170.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:44",NA,NA,NA,NA,"07250157.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:44",NA,NA,NA,NA,"07250157.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:17:03",NA,NA,NA,NA,"12100726.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:17:03",NA,NA,NA,NA,"12100726.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:16:59",NA,NA,NA,NA,"12100723.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:16:59",NA,NA,NA,NA,"12100723.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:17:00",NA,NA,NA,NA,"12100724.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:17:00",NA,NA,NA,NA,"12100724.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:48",NA,NA,NA,NA,"07250161.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:48",NA,NA,NA,NA,"07250161.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-08-08,"06:17:46",NA,NA,NA,NA,"08080234.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-08-08,"06:17:46",NA,NA,NA,NA,"08080234.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:40",NA,NA,NA,NA,"07250154.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Wet","2021-07-19","2021-12-13",2021-07-25,"03:54:40",NA,NA,NA,NA,"07250154.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-02,"03:47:20",NA,NA,NA,NA,"12020691.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-02,"03:47:20",NA,NA,NA,NA,"12020691.JPG","Melanistic Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:16:57",NA,NA,NA,NA,"12100721.JPG","Jaguar"
"Panthera onca","Kamuk 2021 (July-February)",1,NA,"Kamuk","Kamuk",3,NA,9.1561705,-83.0652655,NA,NA,NA,NA,"Tropical Montane Cloud Forest","Dry","2021-07-19","2021-12-13",2021-12-10,"09:16:57",NA,NA,NA,NA,"12100721.JPG","Melanistic Jaguar"
