Srvy_Nm,Species,Common,Site,Trail,Camr_Nm,Paired,Latitud,Longitd,X,Y,UTM zone,Cmr_S_D,Cmr_E_D,Date,Time
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,12/16/09,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,12/29/09,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,12/29/09,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,12/29/09,2:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,1/3/10,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,1/3/10,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,1/3/10,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,1/17/10,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,1/17/10,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,1/17/10,22:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,3/11/10,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,3/11/10,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,3/11/10,17:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,3/16/10,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,3/16/10,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,3/16/10,18:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,3/31/10,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,3/31/10,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,1/9/10,4/2/10,3/31/10,18:40
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/09,3/2/10,3/5/10,19:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/10,5/20/10,3/5/10,19:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/09,3/2/10,3/6/10,7:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/10,5/20/10,3/6/10,7:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,12/30/09,3/2/10,3/29/10,6:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU72B,Yes,5.375313,101.4193724,768118,594682,,3/2/10,5/20/10,3/29/10,6:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,10/20/09,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,10/20/09,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,10/20/09,0:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,10/23/09,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,10/23/09,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,10/23/09,19:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,10/28/09,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,10/28/09,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,10/28/09,4:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,11/30/09,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,11/30/09,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,11/30/09,23:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,1/16/10,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,1/16/10,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,1/16/10,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,4/12/10,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,4/12/10,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,4/12/10,4:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,4/15/10,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,4/15/10,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,4/15/10,6:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,5/10/10,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,5/10/10,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,5/10/10,4:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,10/12/09,1/10/10,5/16/10,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,1/10/10,4/9/10,5/16/10,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU74B,Yes,5.3223476,101.4066982,766736,588816,,4/9/10,5/22/10,5/16/10,23:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,10/11/09,1/9/10,1/13/10,23:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,1/9/10,5/20/10,1/13/10,23:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,10/11/09,1/9/10,5/14/10,0:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU75B,Yes,5.2990099,101.4026353,766295,586232,,1/9/10,5/20/10,5/14/10,0:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/10,4/3/10,1/26/10,1:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/10,5/15/10,1/26/10,1:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/10,4/3/10,2/22/10,3:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/10,5/15/10,2/22/10,3:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,1/14/10,4/3/10,3/6/10,1:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU77B,Yes,5.2480016,101.4367833,770105,580604,,4/3/10,5/15/10,3/6/10,1:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU78A,Yes,5.2334133,101.4522898,771831,578996,,4/3/10,5/22/10,5/13/10,4:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/09,1/8/10,11/25/09,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/10,3/28/10,11/25/09,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/10,5/22/10,11/25/09,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/09,1/8/10,4/10/10,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/10,3/28/10,4/10/10,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/10,5/22/10,4/10/10,21:53
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,10/11/09,1/8/10,5/10/10,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,1/8/10,3/28/10,5/10/10,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,TU79B,Yes,5.2976302,101.4191332,768126,586087,,3/28/10,5/22/10,5/10/10,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,10/24/09,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,10/24/09,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,10/24/09,21:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,10/27/09,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,10/27/09,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,10/27/09,2:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,1/19/10,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,1/19/10,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,1/19/10,8:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,2/19/10,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,2/19/10,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,2/19/10,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,3/7/10,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,3/7/10,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,3/7/10,22:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,3/10/10,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,3/10/10,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,3/10/10,0:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,10/12/09,10/30/09,4/11/10,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,1/18/10,4/2/10,4/11/10,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU80C,Yes,5.2925818,101.4993067,777019,585564,,4/2/10,5/21/10,4/11/10,8:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU81A,Yes,5.3171843,101.4999589,777081,588286,,10/15/09,1/13/10,3/18/10,5:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU81A,Yes,5.3171843,101.4999589,777081,588286,,1/13/10,5/18/10,3/18/10,5:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/10,3/20/11,3/4/11,23:31
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/10,3/20/11,3/5/11,13:02
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB030D,No,5.80277974,101.5148758,778506,642022,,12/25/10,3/20/11,1/16/11,3:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,3/17/11,21:18
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/16/11,0:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/13/11,4:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/11/11,21:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/9/11,22:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/9/11,4:01
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,2/2/11,3:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,1/19/11,21:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,3/11/11,5:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Forest trail,PB031C,No,5.79537559,101.5190133,778969,641205,,12/25/10,3/20/11,1/12/11,23:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/10,12/22/10,10/11/10,21:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/10,12/22/10,10/12/10,20:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/10,12/22/10,10/12/10,22:42
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/10,12/22/10,10/23/10,20:41
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB032D,No,5.80095274,101.548128,782192,641836,,9/25/10,12/22/10,9/29/10,23:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB033B,No,5.80438773,101.5659262,784163,642225,,12/22/10,3/29/11,12/27/10,21:46
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB033D,No,5.8011332,101.5646072,784018,641864,,9/25/10,11/6/10,10/25/10,6:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB034C,No,5.80177869,101.575676,785245,641941,,10/3/10,12/30/10,10/10/10,17:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/10,12/30/10,10/6/10,9:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/10,12/30/10,10/18/10,0:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/10,12/30/10,10/13/10,20:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/10,12/30/10,10/13/10,6:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035B,No,5.80801089,101.5979368,787708,642642,,10/3/10,12/30/10,10/10/10,1:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,3/15/11,20:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,3/16/11,23:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,2/24/11,4:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,2/22/11,18:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Royal Belum State Park,Ridge,PB035C,No,5.7988177,101.5943387,787314,641623,,12/29/10,3/28/11,2/15/11,22:57
