Srvy_Nm,Species,Common,Site,Trail,Camr_Nm,Paired,Latitud,Longitd,X,Y,UTM zone,Cmr_S_D,Cmr_E_D,Date,Time
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/09,1/7/10,12/4/09,19:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/09,1/7/10,12/4/09,19:57
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU60A,No,5.2851361,101.4328547,769653,584711,,8/18/09,1/7/10,12/27/09,5:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/09,1/7/10,11/1/09,4:51
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/09,1/7/10,11/1/09,7:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU61A,No,5.2809571,101.450612,771624,584256,,8/21/09,1/7/10,11/1/09,19:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,PU61C,No,5.2733732,101.4473891,771270,583415,,1/7/10,3/15/10,1/13/10,20:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,PU61C,No,5.2733732,101.4473891,771270,583415,,1/7/10,3/15/10,1/20/10,6:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/10,3/28/10,1/24/10,22:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/10,3/28/10,3/13/10,22:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU62D,No,5.2717893,101.4743594,774262,583252,,1/16/10,3/28/10,3/18/10,20:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,9/11/09,1:59
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,10/5/09,18:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,12/5/09,5:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,12/5/09,19:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,12/8/09,19:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63A,No,5.2859964,101.4879928,775768,584830,,9/4/09,1/12/10,12/16/09,0:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/10,3/28/10,1/17/10,8:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/10,3/28/10,1/24/10,21:25
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/10,3/28/10,3/9/10,0:48
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/10,3/28/10,3/13/10,21:32
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU63C,No,5.2745127,101.484031,775333,583558,,1/12/10,3/28/10,3/25/10,22:56
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/10,3/30/10,1/30/10,8:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/10,3/30/10,2/13/10,19:21
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/10,3/30/10,2/27/10,19:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/10,3/30/10,3/10/10,18:22
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64A,No,5.2815555,101.5016007,777279,584345,,1/12/10,3/30/10,3/18/10,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/09,1/12/10,9/28/09,7:04
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/09,1/12/10,12/8/09,8:19
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU64D,No,5.2756659,101.5141953,778678,583699,,8/24/09,1/12/10,1/1/10,8:27
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU65B,No,5.2666182,101.4583964,772494,582673,,8/22/09,1/8/10,12/29/09,0:00
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU65B,No,5.2666182,101.4583964,772494,582673,,8/22/09,1/8/10,1/1/10,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,9/1/09,23:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,9/10/09,0:08
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,9/12/09,6:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,9/22/09,21:20
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,9/26/09,21:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,10/9/09,20:54
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,10/13/09,6:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/2/09,21:26
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/3/09,20:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/5/09,21:52
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/9/09,21:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/11/09,4:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,11/29/09,18:06
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,12/26/09,20:43
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,12/27/09,9:30
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,1/1/10,0:05
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,1/3/10,1:31
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU66B,No,5.2672933,101.4775336,774616,582756,,8/29/09,1/16/10,1/4/10,18:55
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU67A,No,5.2639121,101.4872106,775691,582386,,1/11/10,4/1/10,1/24/10,21:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/09,1/10/10,11/13/09,19:27
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/09,1/10/10,11/26/09,19:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Forest trail,PU67B,No,5.2615121,101.4938713,776430,582124,,8/29/09,1/10/10,11/28/09,8:12
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/09,1/11/10,10/26/09,19:14
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/09,1/11/10,11/28/09,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/09,1/11/10,12/10/09,7:49
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68A,No,5.2642079,101.5044401,777601,582426,,8/25/09,1/11/10,12/14/09,21:07
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,1/22/10,0:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,1/23/10,19:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,2/8/10,23:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,2/15/10,20:20
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,3/3/10,1:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,3/18/10,2:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,3/18/10,2:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU68B,No,5.2629193,101.5121226,778454,582287,,1/11/10,3/29/10,3/19/10,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/10,4/1/10,1/19/10,18:17
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/10,4/1/10,1/20/10,19:50
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/10,4/1/10,1/22/10,21:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/10,4/1/10,2/18/10,7:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69B,No,5.2463252,101.4921557,776247,580442,,1/9/10,4/1/10,3/6/10,0:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/09,1/8/10,9/24/09,5:39
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/09,1/8/10,10/12/09,5:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/09,1/8/10,12/16/09,4:45
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/09,1/8/10,12/29/09,3:11
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU69D,No,5.2395611,101.4940545,776460,579695,,8/22/09,1/8/10,1/3/10,20:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70A,No,5.2447071,101.502795,777428,580268,,8/20/09,1/9/10,10/12/09,18:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70A,No,5.2447071,101.502795,777428,580268,,8/20/09,1/9/10,12/28/09,23:34
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,PU70D,No,5.2342903,101.5110652,778349,579119,,1/9/10,4/2/10,3/18/10,20:23
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/09,12/31/09,9/28/09,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/09,1/19/10,9/28/09,6:16
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/09,12/31/09,12/8/09,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/09,1/19/10,12/8/09,20:28
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,8/21/09,12/31/09,12/13/09,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU16C,Yes,5.4369326,101.4626992,772895,601518,,12/31/09,1/19/10,12/13/09,21:24
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,12/28/09,1/15/10,4/15/10,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,2/19/10,4/7/10,4/15/10,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,4/7/10,5/21/10,4/15/10,3:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,12/28/09,1/15/10,4/24/10,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,2/19/10,4/7/10,4/24/10,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU29B,Yes,5.4086327,101.4378644,770154,598376,,4/7/10,5/21/10,4/24/10,21:36
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,9/15/09,11/7/09,5/11/10,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,2/17/10,4/6/10,5/11/10,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU34B,Yes,5.3949944,101.4227074,768480,596861,,4/6/10,5/21/10,5/11/10,21:03
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,9/22/09,1/14/10,10/21/09,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,2/18/10,3/11/10,10/21/09,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Old logging road,TU45D,Yes,5.3435705,101.454207,771995,591185,,4/5/10,5/22/10,10/21/09,2:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,10/13/09,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,10/13/09,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,10/13/09,18:58
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,11/28/09,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,11/28/09,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,11/28/09,1:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,12/7/09,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,12/7/09,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,12/7/09,16:10
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,12/28/09,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,12/28/09,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,12/28/09,5:13
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,12/30/09,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,12/30/09,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,12/30/09,20:33
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,1/14/10,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,1/14/10,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,1/14/10,6:37
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,1/16/10,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,1/16/10,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,1/16/10,2:44
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,3/3/10,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,3/3/10,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,3/3/10,3:29
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,10/11/09,1/12/10,3/14/10,21:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,1/12/10,3/29/10,3/14/10,21:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU63D,Yes,5.2709458,101.4986553,776957,583169,,3/29/10,5/21/10,3/14/10,21:47
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,4/2/10,5/22/10,12/16/09,5:15
Belum-Temengor Tiger Monitoring Survey 2009-2011,Tapirus indicus,Malayan tapir,Temengor Forest Reserve,Ridge,TU69D,Yes,5.2363296,101.4974904,776843,579339,,10/10/09,1/9/10,12/16/09,5:15
